document_id,document_no,counterparty,counterparty_code,document_date,due_date,gross_amount,gst_rate,gst_amount,net_amount,paid_amount,status,currency,notes
AP-RT-2026-000331,RT-2026-000331,Meridian Water Treatment & Co,VEND-009,2026-06-23,2026-08-07,38548.00,0.18,6939.00,38548.00,36891.00,partial,INR,purchase bill short deduction
AP-RT-2026-000332,RT-2026-000332,Saptagiri Machine Parts & Co,VEND-003,2026-06-23,2026-07-23,162692.00,0.18,29285.00,162692.00,162692.00,paid,INR,purchase bill
AP-RT-2026-000339,RT-2026-000339,Vaishnavi Logistics Ltd,VEND-006,2026-06-24,2026-07-24,316746.00,0.18,57014.00,316746.00,316746.00,paid,INR,purchase bill
AP-VB-2026-000340,VB-2026-000340,Karman Conveyances PVT LTD,VEND-005,2026-06-24,2026-07-09,328748.00,0.18,39450.00,328748.00,328748.00,paid,INR,purchase bill
AP-RT-2026-000341,RT-2026-000341,Vaishnavi Logistics Ltd,VEND-006,2026-06-24,2026-07-24,143452.00,0.18,25821.00,143452.00,143452.00,paid,INR,purchase bill
AP-VB-2026-000342,VB-2026-000342,Raman Deep Hardware Private Limited,VEND-002,2026-06-24,2026-08-24,385961.00,0.18,69473.00,385961.00,385961.00,paid,INR,purchase bill
AP-VB-2026-000350,VB-2026-000350,Nalanda Recyclers Ltd,VEND-007,2026-06-25,2026-07-10,91511.00,0.18,4576.00,91511.00,91511.00,paid,INR,purchase bill
AP-RT-2026-000351,RT-2026-000351,Saptagiri Machine Parts & Co,VEND-003,2026-06-25,2026-07-25,490185.00,0.18,24509.00,490185.00,490185.00,paid,INR,purchase bill
AP-VB-2026-000352,VB-2026-000352,Vaishnavi Logistics Ltd,VEND-006,2026-06-25,2026-07-25,331738.00,0.18,59713.00,331738.00,331738.00,paid,INR,purchase bill
AP-VB-2026-000353,VB-2026-000353,Meridian Water Treatment & Co,VEND-009,2026-06-25,2026-08-10,55265.00,0.18,9948.00,55265.00,55265.00,paid,INR,purchase bill
AP-VB-2026-000354,VB-2026-000354,Saptagiri Machine Parts & Co,VEND-003,2026-06-25,2026-07-25,96462.00,0.18,17363.00,96462.00,96462.00,paid,INR,purchase bill
AP-RT-2026-000355,RT-2026-000355,Saptagiri Machine Parts & Co,VEND-003,2026-06-25,2026-07-25,267951.00,0.18,48231.00,267951.00,267951.00,paid,INR,purchase bill
AP-VB-2026-000362,VB-2026-000362,Meridian Water Treatment & Co,VEND-009,2026-06-26,2026-08-10,240868.00,0.18,12043.00,240868.00,240868.00,paid,INR,purchase bill
AP-RT-2026-000363,RT-2026-000363,Vaishnavi Logistics Ltd,VEND-006,2026-06-26,2026-07-27,654797.00,0.18,78576.00,654797.00,654797.00,paid,INR,purchase bill
AP-RT-2026-000364,RT-2026-000364,Saptagiri Machine Parts & Co,VEND-003,2026-06-26,2026-07-27,183965.00,0.18,22076.00,183965.00,183965.00,paid,INR,purchase bill
AP-RT-2026-000369,RT-2026-000369,Adishakti Solar EPC Company,VEND-008,2026-06-27,2026-07-27,1061036.00,0.18,127324.00,1061036.00,1061036.00,paid,INR,purchase bill
AP-VB-2026-000370,VB-2026-000370,Saptagiri Machine Parts & Co,VEND-003,2026-06-27,2026-07-27,997105.00,0.18,179479.00,997105.00,997105.00,paid,INR,purchase bill
AP-VB-2026-000371,VB-2026-000371,Nalanda Recyclers Ltd,VEND-007,2026-06-27,2026-07-13,272908.00,0.18,13645.00,272908.00,272908.00,paid,INR,purchase bill
AP-VB-2026-000373,VB-2026-000373,Indusloom Warehousing & Co,VEND-010,2026-06-28,2026-08-12,55939.00,0.18,6713.00,55939.00,55939.00,paid,INR,purchase bill
AP-RT-2026-000374,RT-2026-000374,Karman Conveyances PVT LTD,VEND-005,2026-06-28,2026-07-13,981865.00,0.18,49093.00,981865.00,981865.00,paid,INR,purchase bill
AP-VB-2026-000375,VB-2026-000375,Raman Deep Polymers Company,VEND-001,2026-06-28,2026-07-13,177958.00,0.18,8898.00,177958.00,177958.00,paid,INR,purchase bill
AP-VB-2026-000384,VB-2026-000384,Saptagiri Machine Parts & Co,VEND-003,2026-06-29,2026-07-29,570802.00,0.18,102744.00,570802.00,570802.00,paid,INR,purchase bill
AP-VB-2026-000385,VB-2026-000385,Adishakti Solar EPC Company,VEND-008,2026-06-29,2026-07-29,611697.00,0.18,110105.00,611697.00,611697.00,paid,INR,purchase bill
AP-VB-2026-000386,VB-2026-000386,Karman Conveyances PVT LTD,VEND-005,2026-06-29,2026-07-14,395143.00,0.18,47417.00,395143.00,395143.00,paid,INR,purchase bill
AP-RT-2026-000387,RT-2026-000387,Meridian Water Treatment & Co,VEND-009,2026-06-29,2026-08-13,86548.00,0.18,15579.00,86548.00,86548.00,paid,INR,purchase bill
AP-RT-2026-000388,RT-2026-000388,Shree Balaji Electricals & Co,VEND-004,2026-06-29,2026-08-13,1058784.00,0.18,127054.00,1058784.00,1058784.00,paid,INR,purchase bill
AP-RT-2026-000389,RT-2026-000389,Vaishnavi Logistics Ltd,VEND-006,2026-06-29,2026-07-29,401565.00,0.18,48188.00,401565.00,395157.00,partial,INR,purchase bill short deduction
AP-RT-2026-000390,RT-2026-000390,Raman Deep Hardware Private Limited,VEND-002,2026-06-29,2026-08-28,106829.00,0.18,12819.00,106829.00,101314.00,partial,INR,purchase bill short deduction
AP-RT-2026-000391,RT-2026-000391,Adishakti Solar EPC Company,VEND-008,2026-06-29,2026-07-29,269765.00,0.18,32372.00,269765.00,269765.00,paid,INR,purchase bill
AP-VB-2026-000401,VB-2026-000401,Saptagiri Machine Parts & Co,VEND-003,2026-06-30,2026-07-30,203751.00,0.18,36675.00,203751.00,203751.00,paid,INR,purchase bill
AP-VB-2026-000402,VB-2026-000402,Saptagiri Machine Parts & Co,VEND-003,2026-06-30,2026-07-30,231218.00,0.18,41619.00,231218.00,231218.00,paid,INR,purchase bill
AP-RT-2026-000403,RT-2026-000403,Karman Conveyances PVT LTD,VEND-005,2026-06-30,2026-07-15,527429.00,0.18,94937.00,527429.00,527429.00,paid,INR,purchase bill
AP-VB-2026-000404,VB-2026-000404,Raman Deep Polymers Company,VEND-001,2026-06-30,2026-07-15,345769.00,0.18,62238.00,345769.00,345769.00,paid,INR,purchase bill
AP-RT-2026-000405,RT-2026-000405,Nalanda Recyclers Ltd,VEND-007,2026-06-30,2026-07-15,129221.00,0.18,23260.00,129221.00,129221.00,paid,INR,purchase bill
AP-VB-2026-000406,VB-2026-000406,Raman Deep Polymers Company,VEND-001,2026-06-30,2026-07-15,233902.00,0.18,11695.00,233902.00,233902.00,paid,INR,purchase bill
AP-RT-2026-000407,RT-2026-000407,Meridian Water Treatment & Co,VEND-009,2026-06-30,2026-08-14,71213.00,0.18,8546.00,71213.00,71213.00,paid,INR,purchase bill
AP-RT-2026-000408,RT-2026-000408,Raman Deep Polymers Company,VEND-001,2026-06-30,2026-07-15,279882.00,0.18,50379.00,279882.00,279882.00,paid,INR,purchase bill
AP-RT-2026-000409,RT-2026-000409,Adishakti Solar EPC Company,VEND-008,2026-06-30,2026-07-30,390690.00,0.18,46883.00,390690.00,390690.00,paid,INR,purchase bill
AP-VB-2026-000415,VB-2026-000415,Raman Deep Polymers Company,VEND-001,2026-07-01,2026-07-16,1003587.00,0.18,50179.00,1003587.00,1003587.00,paid,INR,purchase bill
AP-VB-2026-000416,VB-2026-000416,Raman Deep Polymers Company,VEND-001,2026-07-01,2026-07-16,949114.00,0.18,170841.00,949114.00,949114.00,paid,INR,purchase bill
AP-RT-2026-000417,RT-2026-000417,Meridian Water Treatment & Co,VEND-009,2026-07-01,2026-08-17,160414.00,0.18,28875.00,160414.00,160414.00,paid,INR,purchase bill
AP-RT-2026-000424,RT-2026-000424,Shree Balaji Electricals & Co,VEND-004,2026-07-02,2026-08-17,513773.00,0.18,25689.00,513773.00,513773.00,paid,INR,purchase bill
AP-RT-2026-000425,RT-2026-000425,Raman Deep Hardware Private Limited,VEND-002,2026-07-02,2026-08-31,413330.00,0.18,74399.00,413330.00,413330.00,paid,INR,purchase bill
AP-VB-2026-000426,VB-2026-000426,Nalanda Recyclers Ltd,VEND-007,2026-07-02,2026-07-17,285184.00,0.18,14259.00,285184.00,285184.00,paid,INR,purchase bill
AP-VB-2026-000434,VB-2026-000434,Shree Balaji Electricals & Co,VEND-004,2026-07-04,2026-08-18,497928.00,0.18,89627.00,497928.00,497928.00,paid,INR,purchase bill
AP-VB-2026-000435,VB-2026-000435,Indusloom Warehousing & Co,VEND-010,2026-07-04,2026-08-18,15679.00,0.18,784.00,15679.00,15679.00,paid,INR,purchase bill
AP-VB-2026-000436,VB-2026-000436,Adishakti Solar EPC Company,VEND-008,2026-07-04,2026-08-03,162232.00,0.18,29202.00,162232.00,162232.00,paid,INR,purchase bill
AP-VB-2026-000442,VB-2026-000442,Raman Deep Polymers Company,VEND-001,2026-07-06,2026-07-21,205596.00,0.18,24672.00,205596.00,205596.00,paid,INR,purchase bill
AP-VB-2026-000443,VB-2026-000443,Indusloom Warehousing & Co,VEND-010,2026-07-06,2026-08-20,148667.00,0.18,26760.00,148667.00,148667.00,paid,INR,purchase bill
AP-VB-2026-000444,VB-2026-000444,Nalanda Recyclers Ltd,VEND-007,2026-07-06,2026-07-21,200930.00,0.18,10047.00,200930.00,200930.00,paid,INR,purchase bill
AP-RT-2026-000445,RT-2026-000445,Adishakti Solar EPC Company,VEND-008,2026-07-06,2026-08-05,283809.00,0.18,51086.00,283809.00,283809.00,paid,INR,purchase bill
AP-RT-2026-000446,RT-2026-000446,Vaishnavi Logistics Ltd,VEND-006,2026-07-06,2026-08-05,180536.00,0.18,32496.00,180536.00,180536.00,paid,INR,purchase bill
AP-RT-2026-000453,RT-2026-000453,Adishakti Solar EPC Company,VEND-008,2026-07-07,2026-08-06,177632.00,0.18,31974.00,177632.00,177632.00,paid,INR,purchase bill
AP-RT-2026-000454,RT-2026-000454,Raman Deep Polymers Company,VEND-001,2026-07-07,2026-07-22,684184.00,0.18,123153.00,684184.00,684184.00,paid,INR,purchase bill
AP-RT-2026-000458,RT-2026-000458,Karman Conveyances PVT LTD,VEND-005,2026-07-08,2026-07-23,363235.00,0.18,65382.00,363235.00,349678.00,partial,INR,purchase bill short deduction
AP-VB-2026-000459,VB-2026-000459,Saptagiri Machine Parts & Co,VEND-003,2026-07-08,2026-08-07,240846.00,0.18,43352.00,240846.00,226647.00,partial,INR,purchase bill short deduction
AP-VB-2026-000462,VB-2026-000462,Saptagiri Machine Parts & Co,VEND-003,2026-07-09,2026-08-08,388452.00,0.18,69921.00,388452.00,388452.00,paid,INR,purchase bill
AP-VB-2026-000463,VB-2026-000463,Raman Deep Polymers Company,VEND-001,2026-07-09,2026-07-24,335325.00,0.18,40239.00,335325.00,335325.00,paid,INR,purchase bill
AP-RT-2026-000464,RT-2026-000464,Meridian Water Treatment & Co,VEND-009,2026-07-09,2026-08-24,57275.00,0.18,6873.00,57275.00,57275.00,paid,INR,purchase bill
AP-VB-2026-000472,VB-2026-000472,Saptagiri Machine Parts & Co,VEND-003,2026-07-10,2026-08-10,169873.00,0.18,20385.00,169873.00,169873.00,paid,INR,purchase bill
AP-VB-2026-000473,VB-2026-000473,Nalanda Recyclers Ltd,VEND-007,2026-07-10,2026-07-25,68835.00,0.18,3442.00,68835.00,68835.00,paid,INR,purchase bill
AP-RT-2026-000474,RT-2026-000474,Indusloom Warehousing & Co,VEND-010,2026-07-10,2026-08-24,57853.00,0.18,10414.00,57853.00,57853.00,paid,INR,purchase bill
AP-RT-2026-000475,RT-2026-000475,Raman Deep Polymers Company,VEND-001,2026-07-10,2026-07-25,347654.00,0.18,17383.00,347654.00,347654.00,paid,INR,purchase bill
AP-RT-2026-000476,RT-2026-000476,Adishakti Solar EPC Company,VEND-008,2026-07-10,2026-08-10,157161.00,0.18,7858.00,157161.00,157161.00,paid,INR,purchase bill
AP-RT-2026-000478,RT-2026-000478,Raman Deep Hardware Private Limited,VEND-002,2026-07-11,2026-09-09,123682.00,0.18,6184.00,123682.00,123682.00,paid,INR,purchase bill
AP-RT-2026-000479,RT-2026-000479,Nalanda Recyclers Ltd,VEND-007,2026-07-11,2026-07-27,104054.00,0.18,5203.00,104054.00,104054.00,paid,INR,purchase bill
AP-RT-2026-000480,RT-2026-000480,Saptagiri Machine Parts & Co,VEND-003,2026-07-11,2026-08-10,368287.00,0.18,44194.00,368287.00,368287.00,paid,INR,purchase bill
AP-VB-2026-000481,VB-2026-000481,Indusloom Warehousing & Co,VEND-010,2026-07-11,2026-08-25,162809.00,0.18,8140.00,162809.00,162809.00,paid,INR,purchase bill
AP-VB-2026-000488,VB-2026-000488,Vaishnavi Logistics Ltd,VEND-006,2026-07-13,2026-08-12,396711.00,0.18,71408.00,396711.00,396711.00,paid,INR,purchase bill
AP-VB-2026-000489,VB-2026-000489,Shree Balaji Electricals & Co,VEND-004,2026-07-13,2026-08-27,264645.00,0.18,47636.00,264645.00,264645.00,paid,INR,purchase bill
AP-VB-2026-000495,VB-2026-000495,Raman Deep Hardware Private Limited,VEND-002,2026-07-15,2026-09-14,368862.00,0.18,66395.00,368862.00,0.00,open,INR,purchase bill
AP-RT-2026-000496,RT-2026-000496,Raman Deep Polymers Company,VEND-001,2026-07-15,2026-07-30,251264.00,0.18,12563.00,251264.00,251264.00,paid,INR,purchase bill
AP-VB-2026-000497,VB-2026-000497,Karman Conveyances PVT LTD,VEND-005,2026-07-15,2026-07-30,306358.00,0.18,36763.00,306358.00,306358.00,paid,INR,purchase bill
AP-RT-2026-000498,RT-2026-000498,Indusloom Warehousing & Co,VEND-010,2026-07-15,2026-08-29,92037.00,0.18,16567.00,92037.00,0.00,overdue,INR,purchase bill
AP-VB-2026-000507,VB-2026-000507,Karman Conveyances PVT LTD,VEND-005,2026-07-16,2026-07-31,265264.00,0.18,31832.00,265264.00,265264.00,paid,INR,purchase bill
AP-RT-2026-000508,RT-2026-000508,Nalanda Recyclers Ltd,VEND-007,2026-07-16,2026-07-31,107695.00,0.18,12923.00,107695.00,107695.00,paid,INR,purchase bill
AP-VB-2026-000518,VB-2026-000518,Raman Deep Hardware Private Limited,VEND-002,2026-07-17,2026-09-15,177451.00,0.18,8873.00,177451.00,0.00,open,INR,purchase bill
AP-RT-2026-000519,RT-2026-000519,Adishakti Solar EPC Company,VEND-008,2026-07-17,2026-08-17,174160.00,0.18,20899.00,174160.00,174160.00,paid,INR,purchase bill
AP-RT-2026-000520,RT-2026-000520,Nalanda Recyclers Ltd,VEND-007,2026-07-17,2026-08-01,249056.00,0.18,12453.00,249056.00,249056.00,paid,INR,purchase bill
AP-RT-2026-000521,RT-2026-000521,Vaishnavi Logistics Ltd,VEND-006,2026-07-17,2026-08-17,514415.00,0.18,92595.00,514415.00,514415.00,paid,INR,purchase bill
AP-RT-2026-000525,RT-2026-000525,Raman Deep Hardware Private Limited,VEND-002,2026-07-19,2026-09-17,246957.00,0.18,44452.00,246957.00,0.00,open,INR,purchase bill
AP-VB-2026-000526,VB-2026-000526,Raman Deep Hardware Private Limited,VEND-002,2026-07-19,2026-09-17,325834.00,0.18,16292.00,325834.00,0.00,open,INR,purchase bill
AP-VB-2026-000527,VB-2026-000527,Shree Balaji Electricals & Co,VEND-004,2026-07-19,2026-09-02,638423.00,0.18,114916.00,638423.00,638423.00,paid,INR,purchase bill
AP-VB-2026-000537,VB-2026-000537,Shree Balaji Electricals & Co,VEND-004,2026-07-20,2026-09-03,360100.00,0.18,64818.00,360100.00,0.00,overdue,INR,purchase bill
AP-VB-2026-000538,VB-2026-000538,Raman Deep Polymers Company,VEND-001,2026-07-20,2026-08-04,664851.00,0.18,119673.00,664851.00,664851.00,paid,INR,purchase bill
AP-VB-2026-000539,VB-2026-000539,Karman Conveyances PVT LTD,VEND-005,2026-07-20,2026-08-04,245346.00,0.18,12267.00,245346.00,245346.00,paid,INR,purchase bill
AP-RT-2026-000540,RT-2026-000540,Raman Deep Hardware Private Limited,VEND-002,2026-07-20,2026-09-18,236155.00,0.18,28339.00,236155.00,0.00,open,INR,purchase bill
AP-VB-2026-000549,VB-2026-000549,Vaishnavi Logistics Ltd,VEND-006,2026-07-21,2026-08-20,122917.00,0.18,6146.00,122917.00,122917.00,paid,INR,purchase bill
AP-RT-2026-000550,RT-2026-000550,Adishakti Solar EPC Company,VEND-008,2026-07-21,2026-08-20,274097.00,0.18,49337.00,274097.00,274097.00,paid,INR,purchase bill
AP-RT-2026-000551,RT-2026-000551,Vaishnavi Logistics Ltd,VEND-006,2026-07-21,2026-08-20,178347.00,0.18,32102.00,178347.00,178347.00,paid,INR,purchase bill
AP-VB-2026-000552,VB-2026-000552,Karman Conveyances PVT LTD,VEND-005,2026-07-21,2026-08-05,697123.00,0.18,34856.00,697123.00,697123.00,paid,INR,purchase bill
AP-VB-2026-000553,VB-2026-000553,Raman Deep Polymers Company,VEND-001,2026-07-21,2026-08-05,578912.00,0.18,104204.00,578912.00,578912.00,paid,INR,purchase bill
AP-VB-2026-000554,VB-2026-000554,Meridian Water Treatment & Co,VEND-009,2026-07-21,2026-09-04,92612.00,0.18,16670.00,92612.00,0.00,open,INR,purchase bill
AP-VB-2026-000561,VB-2026-000561,Vaishnavi Logistics Ltd,VEND-006,2026-07-22,2026-08-21,146316.00,0.18,17558.00,146316.00,146316.00,paid,INR,purchase bill
AP-RT-2026-000562,RT-2026-000562,Raman Deep Polymers Company,VEND-001,2026-07-22,2026-08-06,299919.00,0.18,35990.00,299919.00,299919.00,paid,INR,purchase bill
AP-RT-2026-000563,RT-2026-000563,Shree Balaji Electricals & Co,VEND-004,2026-07-22,2026-09-05,326098.00,0.18,58698.00,326098.00,326098.00,paid,INR,purchase bill
AP-RT-2026-000569,RT-2026-000569,Karman Conveyances PVT LTD,VEND-005,2026-07-23,2026-08-07,366447.00,0.18,43974.00,366447.00,366447.00,paid,INR,purchase bill
AP-VB-2026-000570,VB-2026-000570,Raman Deep Hardware Private Limited,VEND-002,2026-07-23,2026-09-21,184144.00,0.18,9207.00,184144.00,0.00,open,INR,purchase bill
AP-VB-2026-000571,VB-2026-000571,Adishakti Solar EPC Company,VEND-008,2026-07-23,2026-08-22,181761.00,0.18,32717.00,181761.00,181761.00,paid,INR,purchase bill
AP-VB-2026-000572,VB-2026-000572,Saptagiri Machine Parts & Co,VEND-003,2026-07-23,2026-08-22,284651.00,0.18,34158.00,284651.00,284651.00,paid,INR,purchase bill
AP-RT-2026-000573,RT-2026-000573,Nalanda Recyclers Ltd,VEND-007,2026-07-23,2026-08-07,424389.00,0.18,76390.00,424389.00,424389.00,paid,INR,purchase bill
AP-RT-2026-000578,RT-2026-000578,Vaishnavi Logistics Ltd,VEND-006,2026-07-24,2026-08-24,279244.00,0.18,13962.00,279244.00,279244.00,paid,INR,purchase bill
AP-RT-2026-000579,RT-2026-000579,Shree Balaji Electricals & Co,VEND-004,2026-07-24,2026-09-07,298738.00,0.18,53773.00,298738.00,0.00,open,INR,purchase bill
AP-RT-2026-000580,RT-2026-000580,Adishakti Solar EPC Company,VEND-008,2026-07-24,2026-08-24,308103.00,0.18,36972.00,308103.00,308103.00,paid,INR,purchase bill
AP-VB-2026-000582,VB-2026-000582,Raman Deep Hardware Private Limited,VEND-002,2026-07-25,2026-09-23,198466.00,0.18,23816.00,198466.00,0.00,open,INR,purchase bill
AP-RT-2026-000583,RT-2026-000583,Meridian Water Treatment & Co,VEND-009,2026-07-25,2026-09-08,78594.00,0.18,14147.00,78594.00,0.00,open,INR,purchase bill
AP-RT-2026-000584,RT-2026-000584,Karman Conveyances PVT LTD,VEND-005,2026-07-25,2026-08-10,712600.00,0.18,35630.00,712600.00,712600.00,paid,INR,purchase bill
AP-VB-2026-000585,VB-2026-000585,Adishakti Solar EPC Company,VEND-008,2026-07-25,2026-08-24,113217.00,0.18,5661.00,113217.00,113217.00,paid,INR,purchase bill
AP-RT-2026-000590,RT-2026-000590,Meridian Water Treatment & Co,VEND-009,2026-07-27,2026-09-10,105063.00,0.18,12608.00,105063.00,0.00,open,INR,purchase bill
AP-RT-2026-000591,RT-2026-000591,Saptagiri Machine Parts & Co,VEND-003,2026-07-27,2026-08-26,258542.00,0.18,31025.00,258542.00,258542.00,paid,INR,purchase bill
AP-RT-2026-000599,RT-2026-000599,Vaishnavi Logistics Ltd,VEND-006,2026-07-28,2026-08-27,491815.00,0.18,24591.00,491815.00,491815.00,paid,INR,purchase bill
AP-RT-2026-000600,RT-2026-000600,Nalanda Recyclers Ltd,VEND-007,2026-07-28,2026-08-12,314417.00,0.18,15721.00,314417.00,314417.00,paid,INR,purchase bill
AP-VB-2026-000601,VB-2026-000601,Nalanda Recyclers Ltd,VEND-007,2026-07-28,2026-08-12,80636.00,0.18,4032.00,80636.00,80636.00,paid,INR,purchase bill
AP-RT-2026-000609,RT-2026-000609,Indusloom Warehousing & Co,VEND-010,2026-07-29,2026-09-12,137676.00,0.18,24782.00,137676.00,0.00,open,INR,purchase bill
AP-VB-2026-000610,VB-2026-000610,Raman Deep Polymers Company,VEND-001,2026-07-29,2026-08-13,344836.00,0.18,41380.00,344836.00,344836.00,paid,INR,purchase bill
AP-RT-2026-000611,RT-2026-000611,Karman Conveyances PVT LTD,VEND-005,2026-07-29,2026-08-13,312822.00,0.18,56308.00,312822.00,312822.00,paid,INR,purchase bill
AP-RT-2026-000612,RT-2026-000612,Raman Deep Polymers Company,VEND-001,2026-07-29,2026-08-13,225779.00,0.18,40640.00,225779.00,225779.00,paid,INR,purchase bill
AP-RT-2026-000613,RT-2026-000613,Raman Deep Polymers Company,VEND-001,2026-07-29,2026-08-13,152017.00,0.18,7601.00,152017.00,148056.00,partial,INR,purchase bill short deduction
AP-VB-2026-000614,VB-2026-000614,Raman Deep Polymers Company,VEND-001,2026-07-29,2026-08-13,194294.00,0.18,23315.00,194294.00,194294.00,paid,INR,purchase bill
AP-RT-2026-000620,RT-2026-000620,Meridian Water Treatment & Co,VEND-009,2026-07-30,2026-09-14,93925.00,0.18,16906.00,93925.00,0.00,open,INR,purchase bill
AP-VB-2026-000621,VB-2026-000621,Raman Deep Polymers Company,VEND-001,2026-07-30,2026-08-14,595777.00,0.18,107240.00,595777.00,595777.00,paid,INR,purchase bill
AP-VB-2026-000622,VB-2026-000622,Saptagiri Machine Parts & Co,VEND-003,2026-07-30,2026-08-29,196480.00,0.18,9824.00,196480.00,196480.00,paid,INR,purchase bill
AP-VB-2026-000623,VB-2026-000623,Karman Conveyances PVT LTD,VEND-005,2026-07-30,2026-08-14,216200.00,0.18,10810.00,216200.00,216200.00,paid,INR,purchase bill
AP-VB-2026-000629,VB-2026-000629,Vaishnavi Logistics Ltd,VEND-006,2026-07-31,2026-08-31,248704.00,0.18,12435.00,248704.00,0.00,overdue,INR,purchase bill
AP-VB-2026-000630,VB-2026-000630,Adishakti Solar EPC Company,VEND-008,2026-07-31,2026-08-31,143803.00,0.18,17256.00,143803.00,143803.00,paid,INR,purchase bill
AP-VB-2026-000631,VB-2026-000631,Raman Deep Polymers Company,VEND-001,2026-07-31,2026-08-17,464085.00,0.18,83535.00,464085.00,464085.00,paid,INR,purchase bill
AP-RT-2026-000632,RT-2026-000632,Meridian Water Treatment & Co,VEND-009,2026-07-31,2026-09-14,65876.00,0.18,11858.00,65876.00,0.00,open,INR,purchase bill
AP-RT-2026-000633,RT-2026-000633,Indusloom Warehousing & Co,VEND-010,2026-07-31,2026-09-14,235596.00,0.18,42407.00,235596.00,0.00,open,INR,purchase bill
AP-RT-2026-000634,RT-2026-000634,Nalanda Recyclers Ltd,VEND-007,2026-07-31,2026-08-17,143949.00,0.18,7197.00,143949.00,143949.00,paid,INR,purchase bill
AP-VB-2026-000635,VB-2026-000635,Nalanda Recyclers Ltd,VEND-007,2026-07-31,2026-08-17,205857.00,0.18,24703.00,205857.00,205857.00,paid,INR,purchase bill
AP-RT-2026-000639,RT-2026-000639,Vaishnavi Logistics Ltd,VEND-006,2026-08-01,2026-08-31,136390.00,0.18,16367.00,136390.00,0.00,overdue,INR,purchase bill
AP-VB-2026-000640,VB-2026-000640,Raman Deep Hardware Private Limited,VEND-002,2026-08-01,2026-09-30,112959.00,0.18,13555.00,112959.00,0.00,open,INR,purchase bill
AP-VB-2026-000641,VB-2026-000641,Meridian Water Treatment & Co,VEND-009,2026-08-02,2026-09-16,75192.00,0.18,9023.00,75192.00,75192.00,paid,INR,purchase bill
AP-VB-2026-000642,VB-2026-000642,Saptagiri Machine Parts & Co,VEND-003,2026-08-02,2026-09-01,220197.00,0.18,39635.00,220197.00,220197.00,paid,INR,purchase bill
AP-VB-2026-000643,VB-2026-000643,Shree Balaji Electricals & Co,VEND-004,2026-08-02,2026-09-16,537685.00,0.18,96783.00,537685.00,0.00,open,INR,purchase bill
AP-VB-2026-000644,VB-2026-000644,Raman Deep Hardware Private Limited,VEND-002,2026-08-02,2026-10-01,161138.00,0.18,8057.00,161138.00,0.00,open,INR,purchase bill
AP-RT-2026-000647,RT-2026-000647,Karman Conveyances PVT LTD,VEND-005,2026-08-03,2026-08-18,298129.00,0.18,14906.00,298129.00,298129.00,paid,INR,purchase bill
AP-RT-2026-000648,RT-2026-000648,Raman Deep Hardware Private Limited,VEND-002,2026-08-03,2026-10-03,254918.00,0.18,12746.00,254918.00,0.00,open,INR,purchase bill
AP-VB-2026-000649,VB-2026-000649,Indusloom Warehousing & Co,VEND-010,2026-08-03,2026-09-17,121856.00,0.18,21934.00,121856.00,0.00,open,INR,purchase bill
AP-VB-2026-000654,VB-2026-000654,Indusloom Warehousing & Co,VEND-010,2026-08-04,2026-09-18,147966.00,0.18,7398.00,147966.00,0.00,open,INR,purchase bill
AP-VB-2026-000655,VB-2026-000655,Nalanda Recyclers Ltd,VEND-007,2026-08-04,2026-08-19,105327.00,0.18,5266.00,105327.00,105327.00,paid,INR,purchase bill
AP-VB-2026-000656,VB-2026-000656,Nalanda Recyclers Ltd,VEND-007,2026-08-04,2026-08-19,403589.00,0.18,72646.00,403589.00,403589.00,paid,INR,purchase bill
AP-VB-2026-000657,VB-2026-000657,Meridian Water Treatment & Co,VEND-009,2026-08-04,2026-09-18,50762.00,0.18,6091.00,50762.00,0.00,open,INR,purchase bill
AP-VB-2026-000663,VB-2026-000663,Raman Deep Polymers Company,VEND-001,2026-08-05,2026-08-20,486860.00,0.18,87635.00,486860.00,486860.00,paid,INR,purchase bill
AP-RT-2026-000664,RT-2026-000664,Meridian Water Treatment & Co,VEND-009,2026-08-05,2026-09-19,101428.00,0.18,5071.00,101428.00,0.00,open,INR,purchase bill
AP-VB-2026-000665,VB-2026-000665,Raman Deep Polymers Company,VEND-001,2026-08-05,2026-08-20,655865.00,0.18,78704.00,655865.00,655865.00,paid,INR,purchase bill
AP-RT-2026-000666,RT-2026-000666,Raman Deep Polymers Company,VEND-001,2026-08-05,2026-08-20,545979.00,0.18,27299.00,545979.00,545979.00,paid,INR,purchase bill
AP-RT-2026-000667,RT-2026-000667,Adishakti Solar EPC Company,VEND-008,2026-08-05,2026-09-04,372713.00,0.18,18636.00,372713.00,0.00,open,INR,purchase bill
AP-VB-2026-000668,VB-2026-000668,Karman Conveyances PVT LTD,VEND-005,2026-08-05,2026-08-20,453353.00,0.18,54402.00,453353.00,453353.00,paid,INR,purchase bill
AP-VB-2026-000674,VB-2026-000674,Indusloom Warehousing & Co,VEND-010,2026-08-06,2026-09-21,275681.00,0.18,13784.00,275681.00,0.00,open,INR,purchase bill
AP-RT-2026-000675,RT-2026-000675,Raman Deep Hardware Private Limited,VEND-002,2026-08-06,2026-10-05,394327.00,0.18,47319.00,394327.00,0.00,open,INR,purchase bill
AP-VB-2026-000676,VB-2026-000676,Raman Deep Polymers Company,VEND-001,2026-08-06,2026-08-21,528764.00,0.18,63452.00,528764.00,523801.00,partial,INR,purchase bill short deduction
